	token	coref	ner
2540	desinformatie	(572)	O
2541	in	O	O
2542	situaties	(573	O
2543	waarin	O	O
2544	overheidsorganen	(574)	O
2545	willens	O	O
2546	en	O	O
2547	wetens	O	O
2548	minder	(575	O
2549	betrouwbare	O	O
2550	informatie	575)	O
2551	naar	O	O
2552	buiten	O	O
2553	brengen	O	O
2554	als	O	O
2555	ware	O	O
2556	deze	(576)	O
2557	juist	O	O
2558	en	O	O
2559	volledig	573)|571)	O
2560	.	O	O
2561	Deze	(577	O
2562	bepaling	577)	O
2563	is	O	O
2564	derhalve	O	O
2565	niet	O	O
2566	geschreven	O	O
2567	om	O	O
2568	stukken	(578	O
2569	openbaar	O	O
2570	te	O	O
2571	maken	O	O
2572	die	O	O
2573	op	O	O
2574	grond	O	O
2575	van	O	O
2576	weigeringsgronden	(579	O
2577	in	O	O
2578	de	(219	O
2579	Woo	219)|579)	O
2580	vertrouwelijke	(580	O
2581	behandeling	580)	O
2582	rechtvaardigen	578)	O
2583	.	O	O
2584	Het	(581	O
2585	Secretaris	O	B-PER
2586	Generaal	O	O
2587	/	O	O
2588	plv.	O	O
2589	Secretaris	O	B-PER
2590	Generaal	O	O
2591	Programmadirectie	O	O
2592	Openbaarheid	O	O
2593	Team	O	O
2594	F	O	E-PER
2595	Kenmerk	O	O
2596	3598473-1048681-PDO	O	O
2597	Pagina	O	O
2598	5	(582)	O
2599	van	O	O
2600	1	(583)|(584	O
2601	bieden	O	O
2602	van	O	O
2603	dergelijke	(585	O
2604	contextinformatie	585)|584)|581)	O
2605	past	O	O
2606	enkel	O	O
2607	in	O	O
2608	uitzonderingssituaties	(586)	O
2609	.	O	O
2610	Met	O	O
2611	het	(587	O
2612	toepassen	O	O
2613	van	O	O
2614	artikel	(588	O
2615	2.4	(589)	O
2616	,	O	O
2617	vijfde	(590	O
2618	lid	590)	O
2619	,	O	O
2620	van	O	O
2621	de	(219	O
2622	Woo	219)	O
2623	in	O	O
2624	algemene	(591	O
2625	zin	591)|588)|587)	O
2626	zou	O	O
2627	afbreuk	O	O
2628	worden	O	O
2629	gedaan	O	O
2630	aan	O	O
2631	het	(592	O
2632	hogere	O	O
2633	belang	O	O
2634	dat	O	O
2635	er	O	O
2636	in	O	O
2637	vertrouwelijke	(593	O
2638	setting	593)	O
2639	gedachten	(594)	O
2640	gevormd	O	O
2641	en	O	O
2642	uitgewisseld	O	O
2643	moeten	O	O
2644	kunnen	O	O
2645	worden	592)	O
2646	.	O	O
2647	Documenten	(596|(595	O
2648	OMT	595)	O
2649	en	O	O
2650	andere	(597	O
2651	voorbereidende	O	O
2652	wetenschappelijke	O	O
2653	documenten	597)|596)	O
2654	Ook	O	O
2655	adviseert	O	O
2656	u	(598)	O
2657	om	O	O
2658	de	(599	O
2659	weigering	O	O
2660	van	O	O
2661	voorbereidende	(600	O
2662	documenten	O	O
2663	van	O	O
2664	het	(601	O
2665	OMT	601)|600)|599)	O
2666	te	O	O
2667	heroverwegen	O	O
2668	,	O	O
2669	in	O	O
2670	ieder	(602	O
2671	geval	602)	O
2672	informatie	(603	O
2673	over	O	O
2674	(	O	O
2675	de	(604	O
2676	ontwikkeling	O	O
2677	van	O	O
2678	)	O	O
2679	de	(607|(606|(605	O
2680	werkwijze	605)	O
2681	,	O	O
2682	prognoses	606)	O
2683	en	O	O
2684	scenario's	607)|604)|603)	O
2685	,	O	O
2686	ook	O	O
2687	nu	O	O
2688	de	(608	O
2689	crisissfeer	608)	O
2690	is	O	O
2691	geweken	O	O
2692	.	O	O
2693	Ik	(96)	O
2694	begrijp	O	O
2695	uw	(609	O
2696	wens	609)	O
2697	,	O	O
2698	maar	O	O
2699	het	(610	O
2700	belang	O	O
2701	van	O	O
2702	het	(612|(611	O
2703	functioneren	O	O
2704	van	O	O
2705	het	(601	O
2706	OMT	601)|611)	O
2707	,	O	O
2708	en	O	O
2709	daarmee	(613	O
2710	de	O	O
2711	Staat	613)|612)|610)	O
2712	,	O	O
2713	weegt	O	O
2714	mijns	O	O
2715	inziens	O	O
2716	zwaarder	O	O
2717	dan	O	O
2718	het	(614	O
2719	belang	O	O
2720	van	O	O
2721	openbaarmaking	(615	O
2722	van	O	O
2723	deze	(616	O
2724	documenten	616)|615)|614)	O
2725	.	O	O
2726	In	O	O
2727	dit	(617	O
2728	verband	617)	O
2729	verwijs	O	O
2730	ik	(96)	O
2731	ook	O	O
2732	naar	O	O
2733	de	(618	O
2734	Kamerbrief	O	O
2735	van	O	O
2736	9	(619	O
2737	oktober	O	O
2738	2022	619)	O
2739	waarin	O	O
2740	ik	(96)	O
2741	het	(620	O
2742	belang	O	O
2743	van	O	O
2744	vertrouwelijkheid	(621	O
2745	van	O	O
2746	OMT-audiofragmenten	621)|620)|(622)	O
2747	heb	O	O
2748	benadrukt	618)	O
2749	.	O	O
2750	'	O	O
2751	Het	(601	O
2752	OMT	601)	O
2753	kan	O	O
2754	alleen	O	O
2755	goed	O	O
2756	functioneren	O	O
2757	,	O	O
2758	wanneer	O	O
2759	er	O	O
2760	sprake	(623)	O
2761	is	O	O
2762	van	O	O
2763	absolute	(624	O
2764	vertrouwelijkheid	624)	O
2765	.	O	O
2766	Absolute	(625	O
2767	vertrouwelijkheid	625)	O
2768	is	O	O
2769	om	O	O
2770	de	(626	O
2771	volgende	O	O
2772	redenen	626)	O
2773	noodzakelijk	O	O
2774	:	O	O
2775	Deskundigen	(627)	O
2776	moeten	O	O
2777	vrijelijk	O	O
2778	vanuit	O	O
2779	inhoudelijk	(628	O
2780	perspectief	628)	O
2781	kunnen	O	O
2782	discussiëren	O	O
2783	en	O	O
2784	soms	O	O
2785	zelfs	O	O
2786	controversiële	(629	O
2787	standpunten	629)	O
2788	naar	O	O
2789	voren	O	O
2790	kunnen	O	O
2791	brengen	O	O
2792	,	O	O
2793	zonder	O	O
2794	daarop	O	O
2795	elders	O	O
2796	aangesproken	O	O
2797	te	O	O
2798	kunnen	O	O
2799	worden	O	O
2800	.	O	O
2801	OMT-beraad	(630)	O
2802	vindt	O	O
2803	plaats	O	O
2804	onder	O	O
2805	hoge	(631	O
2806	druk	631)	O
2807	.	O	O
2808	Bij	O	O
2809	een	(633|(632	O
2810	regio-overstijgende	O	O
2811	uitbraak	O	O
2812	van	O	O
2813	een	(634	O
2814	infectieziekte	634)|632)	O
2815	of	O	O
2816	een	(635	O
2817	internationale	O	O
2818	dreiging	O	O
2819	van	O	O
2820	een	(636	O
2821	infectieziekte	636)|635)|633)	O
2822	moet	O	O
2823	op	O	O
2824	korte	(637	O
2825	termijn	637)	O
2826	en	O	O
2827	soms	O	O
2828	op	O	O
2829	basis	O	O
2830	van	O	O
2831	zeer	(638	O
2832	beperkte	O	O
2833	gegevens	638)	O
2834	een	(639	O
2835	zo	O	O
2836	goed	O	O
2837	mogelijk	O	O
2838	medisch-epidemiologisch	O	O
2839	advies	639)	O
2840	worden	O	O
2841	opgesteld	O	O
2842	.	O	O
2843	Wanneer	O	O
2844	absolute	(640	O
2845	vertrouwelijkheid	640)	O
2846	niet	O	O
2847	kan	O	O
2848	worden	O	O
2849	gegarandeerd	O	O
2850	,	O	O
2851	zal	O	O
2852	deelname	(642|(641	O
2853	aan	O	O
2854	het	(601	O
2855	OMT	601)|641)	O
2856	en	O	O
2857	eventuele	(643	O
2858	toekomstige	O	O
2859	adviescolleges	643)|642)	O
2860	afnemen	O	O
2861	.	O	O
2862	Hierdoor	O	O
2863	komt	O	O
2864	het	(644	O
2865	gehele	O	O
2866	systeem	O	O
2867	van	O	O
2868	uitbraak-	(645	O
2869	en	O	O
2870	epidemiebestrijding	645)|644)|(646)	O
2871	op	O	O
2872	losse	(647	O
2873	schroeven	647)	O
2874	te	O	O
2875	staan	O	O
2876	.	O	O
2877	Dit	(648)	O
2878	kan	O	O
2879	ernstige	(649	O
2880	gevolgen	O	O
2881	hebben	O	O
2882	voor	O	O
2883	de	(650	O
2884	volksgezondheid	O	O
2885	en	O	O
2886	veiligheid	O	O
2887	van	O	O
2888	burgers	(285)|(651	O
2889	bij	O	O
2890	deze	(652)|(653	O
2891	of	O	O
2892	een	(654	O
2893	volgende	O	O
2894	infectieziektecrisis	654)|653)|651)|650)|649)	O
2895	.	O	O
2896	Het	(655	O
2897	belang	O	O
2898	van	O	O
2899	deze	(656	O
2900	vertrouwelijkheid	656)|655)	O
2901	weegt	O	O
2902	daarom	O	O
2903	ook	O	O
2904	nu	O	O
2905	nog	O	O
2906	zwaarder	O	O
2907	dan	O	O
2908	het	(657	O
2909	belang	O	O
2910	van	O	O
2911	openbaarmaking	(658	O
2912	van	O	O
2913	de	(659	O
2914	documenten	659)|658)|657)	O
2915	.	O	O
2916	Daarnaast	O	O
2917	adviseert	O	O
2918	u	(96)	O
2919	om	O	O
2920	voorbereidende	(660	O
2921	wetenschappelijke	O	O
2922	stukken	660)	O
2923	openbaar	O	O
2924	te	O	O
2925	maken	O	O
2926	.	O	O
2927	Voorbereidende	(661	O
2928	stukken	661)	O
2929	zijn	O	O
2930	veelal	O	O
2931	concepten	O	O
2932	of	O	O
2933	zijn	O	O
2934	doorvlochten	O	O
2935	van	O	O
2936	wetenschappelijk	(662	O
2937	beraad	O	O
2938	waar	O	O
2939	OMT-leden	(663)	O
2940	bij	O	O
2941	betrokken	O	O
2942	zijn	662)	O
2943	.	O	O
2944	Ook	O	O
2945	voor	O	O
2946	deze	(664	O
2947	documenten	664)	O
2948	dringt	O	O
2949	u	(665)	O
2950	aan	O	O
2951	op	O	O
2952	toepassing	(666	O
2953	van	O	O
2954	artikel	(667	O
2955	2.4	(668)	O
2956	,	O	O
2957	vijfde	(669	O
2958	lid	669)	O
2959	,	O	O
2960	van	O	O
2961	de	(219	O
2962	Woo	219)|667)|666)	O
2963	.	O	O
2964	Wetenschappers	(670)	O
2965	moeten	O	O
2966	in	O	O
2967	voorbereiding	(671	O
2968	van	O	O
2969	het	(470	O
2970	advies	470)|671)	O
2971	vanuit	O	O
2972	inhoudelijk	(672	O
2973	perspectief	672)	O
2974	kunnen	O	O
2975	discussiëren	O	O
2976	en	O	O
2977	onder	O	O
2978	hoge	(673	O
2979	druk	673)	O
2980	vrij	O	O
2981	met	O	O
2982	elkaar	(674)	O
2983	van	O	O
2984	gedachten	(675)	O
2985	kunnen	O	O
2986	wisselen	O	O
2987	.	O	O
2988	Dit	(676	O
2989	belang	676)	O
2990	weegt	O	O
2991	zwaarder	O	O
2992	dan	O	O
2993	het	(677	O
2994	belang	O	O
2995	van	O	O
2996	openbaarmaking	677)|(678)	O
2997	.	O	O
2998	Ik	(96)	O
2999	zie	O	O
3000	ook	O	O
3001	voor	O	O
3002	deze	(679	O
3003	situatie	679)	O
3004	geen	(680	O
3005	reden	O	O
3006	om	O	O
3007	artikel	(681	O
3008	2.4	(682)|(683	O
3009	,	O	O
3010	vijfde	(684	O
3011	lid	684)|683)	O
3012	,	O	O
3013	van	O	O
3014	de	(219	O
3015	Woo	219)|681)	O
3016	toe	O	O
3017	te	O	O
3018	passen	680)	O
3019	.	O	O
3020	Met	O	O
3021	het	(685	O
3022	toepassen	O	O
3023	van	O	O
3024	artikel	(686	O
3025	2.4	(687)	O
3026	,	O	O
3027	vijfde	(688	O
3028	lid	688)	O
3029	,	O	O
3030	van	O	O
3031	de	(219	O
3032	Woo	219)	O
3033	in	O	O
3034	algemene	(689	O
3035	zin	689)|686)|685)	O
3036	zou	O	O
3037	afbreuk	(690)	O
3038	worden	O	O
3039	gedaan	O	O
3040	aan	O	O
3041	het	(691	O
3042	hogere	O	O
3043	belang	O	O
3044	dat	O	O
3045	wetenschappers	(692)|(693	O
3046	in	O	O
3047	vrijheid	693)|(694)	O
3048	en	O	O
3049	onder	O	O
3050	absolute	(695	O
3051	vertrouwelijkheid	695)	O
3052	kritisch	O	O
3053	van	O	O
3054	gedachten	(696)	O
3055	kunnen	O	O
3056	wisselen	691)	O
3057	.	O	O
3058	Advies	(697	O
3059	3	697)|(698)	O
3060	)	O	O
3061	over	O	O
3062	maximale	(699	O
3063	transparantie	O	O
3064	over	O	O
3065	motieven	(700	O
3066	voor	O	O
3067	vertrouwelijkheid	700)|699)|(701)	O
3068	Uw	(702	O
3069	derde	O	O
3070	advies	702)	O
3071	ziet	O	O
3072	op	O	O
3073	het	(703	O
3074	maximaal	O	O
3075	transparant	O	O
3076	zijn	O	O
3077	over	O	O
3078	motieven	(704	O
3079	voor	O	O
3080	vertrouwelijkheid	704)|703)|(705)	O
3081	.	O	O
3082	Daartoe	O	O
3083	dringt	O	O
3084	u	(706)	O
3085	aan	O	O
3086	op	O	O
3087	een	(707	O
3088	betere	O	O
3089	motivering	O	O
3090	van	O	O
3091	(	O	O
3092	deel	(708	O
3093	)	O	O
3094	besluiten	708)|707)	O
3095	,	O	O
3096	vooral	O	O
3097	wanneer	O	O
3098	de	(709	O
3099	openbaarmaking	O	O
3100	van	O	O
3101	een	(710	O
3102	document	710)|709)	O
3103	integraal	O	O
3104	wordt	O	O
3105	geweigerd	O	O
3106	.	O	O
3107	Verder	O	O
3108	pleit	O	O
3109	u	(96)	O
3110	voor	O	O
3111	het	(711	O
3112	publiceren	O	O
3113	van	O	O
3114	relevante	(713|(712	O
3115	beleidslijnen	712)	O
3116	,	O	O
3117	werkinstructies	(714)	O
3118	en	O	O
3119	afspraken	(715	O
3120	over	O	O
3121	vertrouwelijkheid	(716)	O
3122	met	O	O
3123	OMT-leden	715)|713)|711)|(717)	O
3124	,	O	O
3125	en	O	O
3126	voor	O	O
3127	een	(718	O
3128	1	O	O
3129	Kamerbrief	O	O
3130	Audiobestanden	O	O
3131	OMT-vergaderingen	O	O
3132	19	(719	O
3133	oktober	O	O
3134	2022	719)|718)	O
3135	.	O	O
3136	Secretaris	(720	O
3137	Generaal	O	O
3138	/	O	O
3139	plv.	O	O
3140	Secretaris	O	B-PER
3141	Generaal	O	O
3142	Programmadirectie	O	O
3143	Openbaarheid	O	O
3144	Team	O	O
3145	F	O	O
3146	Kenmerk	O	O
3147	3598473-1048681-PDO	O	O
3148	Pagina	O	O
3149	6	(721)	O
3150	van	O	O
3151	1	(722	O
3152	helpdesk	722)	O
3153	of	O	O
3154	contactpersoon	O	O
3155	voor	O	O
3156	vragen	(723	O
3157	van	O	O
3158	Woo-verzoekers	(724)	O
3159	(	O	O
3160	over	O	O
3161	de	(725	O
3162	motivering	O	O
3163	van	O	O
3164	besluiten	725)|723)|720)|(726)	O
3165	)	O	O
3166	.	O	O
3167	Ik	(96)	O
3168	ben	O	O
3169	voor	O	O
3170	transparantie	(727	O
3171	over	O	O
3172	motieven	(728	O
3173	voor	O	O
3174	vertrouwelijkheid	728)|727)|(729)	O
3175	.	O	O
3176	De	(730	O
3177	genomen	O	O
3178	besluiten	730)	O
3179	bevatten	O	O
3180	een	(731	O
3181	toelichting	O	O
3182	op	O	O
3183	waarom	O	O
3184	bepaalde	(732	O
3185	informatie	732)	O
3186	niet	O	O
3187	openbaar	O	O
3188	wordt	O	O
3189	gemaakt	731)	O
3190	.	O	O
3191	Vanwege	O	O
3192	het	(733	O
3193	grote	O	O
3194	aantal	O	O
3195	documenten	(734)	O
3196	dat	O	O
3197	daarmee	O	O
3198	is	O	O
3199	gemoeid	733)	O
3200	,	O	O
3201	doen	O	O
3202	we	(735)	O
3203	dit	(736)	O
3204	kort	O	O
3205	en	O	O
3206	bondig	O	O
3207	per	O	O
3208	categorie	(737	O
3209	documenten	737)|(738)	O
3210	en	O	O
3211	werken	O	O
3212	met	O	O
3213	inventarislijsten	(739	O
3214	waarin	O	O
3215	weigeringsgronden	(740)	O
3216	terug	O	O
3217	te	O	O
3218	vinden	O	O
3219	zijn	739)	O
3220	.	O	O
3221	In	O	O
3222	gesprek	O	O
3223	met	O	O
3224	journalisten	(148)|(741	O
3225	en	O	O
3226	andere	(742	O
3227	verzoekers	742)|741)	O
3228	brengen	O	O
3229	we	(743)	O
3230	verbeteringen	(744)	O
3231	aan	O	O
3232	in	O	O
3233	inventarislijsten	(745	O
3234	bij	O	O
3235	besluiten	745)|(746)	O
3236	.	O	O
3237	Zo	O	O
3238	worden	O	O
3239	de	(747	O
3240	vindplaatsen	O	O
3241	van	O	O
3242	reeds	(748	O
3243	openbare	O	O
3244	documenten	748)|747)	O
3245	inmiddels	O	O
3246	opgenomen	O	O
3247	op	O	O
3248	de	(749	O
3249	inventarislijst	749)	O
3250	en	O	O
3251	zullen	O	O
3252	de	(750	O
3253	i-gronden	750)	O
3254	nader	O	O
3255	worden	O	O
3256	gemotiveerd	O	O
3257	.	O	O
3258	Een	(751	O
3259	compacte	O	O
3260	toelichting	O	O
3261	op	O	O
3262	de	(752	O
3263	werkwijze	752)|751)	O
3264	is	O	O
3265	te	O	O
3266	vinden	O	O
3267	op	O	O
3268	de	(753	O
3269	webpagina	O	O
3270	:	O	O
3271	https://www.rijksoverheid.nliministeries/ministerie-van-volksgezondheid-welzijn-	(754	O
3272	en-sport/aanpak-vws-woo-verzoeken-corona	754)|753)	O
3273	.	O	O
3274	Ik	(96)	O
3275	zal	O	O
3276	onderzoeken	O	O
3277	of	O	O
3278	deze	(756|(755	O
3279	website	755)	O
3280	(	O	O
3281	of	O	O
3282	de	(757	O
3283	eerder	O	O
3284	in	O	O
3285	deze	(758	O
3286	reactie	758)	O
3287	genoemde	O	O
3288	nieuwe	O	O
3289	website	757)|756)	O
3290	)	O	O
3291	benut	O	O
3292	kan	O	O
3293	worden	O	O
3294	om	O	O
3295	de	(760|(759	O
3296	transparantie	O	O
3297	over	O	O
3298	onze	(401)|(761	O
3299	werkwijze	761)|759)	O
3300	,	O	O
3301	en	O	O
3302	belangrijke	(762	O
3303	besluiten	762)|760)	O
3304	te	O	O
3305	vergroten	O	O
3306	.	O	O
3307	De	(763	O
3308	publicatie	O	O
3309	van	O	O
3310	eerder	(765|(764	O
3311	gemaakte	O	O
3312	afspraken	764)	O
3313	en	O	O
3314	praktische	(766	O
3315	handreikingen	766)|765)|763)	O
3316	draagt	O	O
3317	mijns	(767	O
3318	inziens	767)	O
3319	niet	O	O
3320	bij	O	O
3321	aan	O	O
3322	transparantie	(768)	O
3323	,	O	O
3324	omdat	O	O
3325	deze	(769	O
3326	stukken	769)	O
3327	geen	(770	O
3328	volledig	O	O
3329	beeld	O	O
3330	geven	O	O
3331	van	O	O
3332	de	(771	O
3333	werkwijze	O	O
3334	en	O	O
3335	beoordeling	O	O
3336	door	O	O
3337	mijn	(96)|(772	O
3338	ministerie	772)|771)|770)	O
3339	.	O	O
3340	De	(773	O
3341	handreikingen	773)	O
3342	zijn	O	O
3343	in	O	O
3344	de	(774	O
3345	loop	O	O
3346	der	(775	O
3347	tijd	775)|774)	O
3348	sterk	O	O
3349	gewijzigd	O	O
3350	en	O	O
3351	nog	O	O
3352	steeds	O	O
3353	aan	O	O
3354	verandering	(776)	O
3355	onderhevig	O	O
3356	vanwege	O	O
3357	de	(777	O
3358	opbouw	O	O
3359	en	O	O
3360	voortdurende	O	O
3361	leercurve	O	O
3362	van	O	O
3363	de	(778	O
3364	organisatie	778)|777)	O
3365	.	O	O
3366	Uw	(779	O
3367	advies	O	O
3368	over	O	O
3369	een	(781|(780	O
3370	helpdesk	780)	O
3371	of	O	O
3372	contactpersoon	781)|779)	O
3373	neem	O	O
3374	ik	(96)	O
3375	ter	O	O
3376	harte	O	O
3377	.	O	O
3378	Ik	(96)	O
3379	zal	O	O
3380	een	(782	O
3381	centraal	O	O
3382	punt	O	O
3383	instellen	O	O
3384	waar	O	O
3385	vandaan	O	O
3386	verzoekers	(783)	O
3387	doorgeleid	O	O
3388	worden	O	O
3389	naar	O	O
3390	de	(784	O
3391	juiste	O	O
3392	persoon	O	O
3393	,	O	O
3394	die	O	O
3395	meer	(785	O
3396	inzicht	O	O
3397	kan	O	O
3398	geven	O	O
3399	in	O	O
3400	de	(786	O
3401	motivering	O	O
3402	van	O	O
3403	onze	(787)|(788	O
3404	besluiten	788)|786)|785)|784)|782)	O
3405	.	O	O
3406	Verzoekers	(789)	O
3407	kunnen	O	O
3408	daarnaast	O	O
3409	altijd	O	O
3410	contact	(790)	O
3411	opnemen	O	O
3412	met	O	O
3413	de	(791	O
3414	programmadirectie	O	O
3415	Openbaarheid	O	O
3416	via	O	O
3417	_dienstpostbusWoo-corona-ondersteuning@nninvws.nl	791)|(792)	O
3418	.	O	O
3419	Secretaris	O	O
3420	Generaal	O	O
3421	/	O	O
3422	plv.	O	O
3423	Secretaris	O	B-PER
3424	Generaal	O	O
3425	Programmadirectie	O	O
3426	Openbaarheid	O	O
3427	Team	O	O
3428	F	O	E-PER
3429	Kenmerk	O	O
3430	3598473-1048681-PDO	(793)	O
3431	Pagina	O	O
3432	7	(794)	O
3433	van	O	O
3434	1	(795)	O
3435	Tot	O	O
3436	slot	O	O
3437	'	O	O
3438	Openbaarheid	(796	O
3439	tenzij	796)	O
3440	'	O	O
3441	is	O	O
3442	iets	(797	O
3443	waar	O	O
3444	het	(20	O
3445	ministerie	O	O
3446	van	O	O
3447	VWS	20)|(20)	O
3448	zich	(20)	O
3449	elke	(798	O
3450	dag	798)	O
3451	voor	O	O
3452	inzet	797)	O
3453	.	O	O
3454	De	(799	O
3455	komende	O	O
3456	tijd	799)	O
3457	zet	O	O
3458	ik	(96)	O
3459	in	O	O
3460	op	O	O
3461	verdere	(800	O
3462	intensivering	O	O
3463	van	O	O
3464	het	(801	O
3465	contact	O	O
3466	met	O	O
3467	journalisten	(148)|(802	O
3468	en	O	O
3469	andere	(803	O
3470	verzoekers	803)|802)|801)	O
3471	voor	O	O
3472	een	(805|(804	O
3473	verbetering	O	O
3474	van	O	O
3475	de	(806	O
3476	informatievoorziening	806)|804)	O
3477	en	O	O
3478	meer	(807	O
3479	wederzijds	O	O
3480	begrip	807)|805)|800)	O
3481	.	O	O
3482	Daarnaast	O	O
3483	zet	O	O
3484	ik	(96)	O
3485	in	O	O
3486	op	O	O
3487	een	(808	O
3488	intensivering	O	O
3489	van	O	O
3490	de	(809	O
3491	begeleiding	O	O
3492	en	O	O
3493	opleiding	O	O
3494	van	O	O
3495	Woo-juristen	809)|808)|(810)	O
3496	en	O	O
3497	op	O	O
3498	meer	(811	O
3499	transparantie	O	O
3500	over	O	O
3501	motieven	(812	O
3502	voor	O	O
3503	vertrouwelijkheid	812)|811)|(813)	O
3504	.	O	O
3505	De	(814	O
3506	uitdaging	O	O
3507	waar	O	O
3508	het	(20	O
3509	ministerie	O	O
3510	van	O	O
3511	VWS	20)|(20)	O
3512	voor	O	O
3513	staat	814)	O
3514	is	O	O
3515	groot	O	O
3516	,	O	O
3517	maar	O	O
3518	ik	(96)	O
3519	vertrouw	O	O
3520	erop	O	O
3521	dat	O	O
3522	met	O	O
3523	deze	(815	O
3524	verbeteringen	815)	O
3525	de	(816	O
3526	goede	O	O
3527	weg	816)	O
3528	is	O	O
3529	ingeslagen	O	O
3530	.	O	O
3531	Ik	(96)	O
3532	zal	O	O
3533	u	(96)	O
3534	op	O	O
3535	de	O	O
3536	hoogte	O	O
3537	houden	O	O
3538	van	O	O
3539	nadere	(818|(817	O
3540	ontwikkelingen	817)	O
3541	en	O	O
3542	verbeteringen	818)	O
3543	.	O	O
3544	Hoogachtend	(819	O
3545	,	O	O
3546	de	(821|(820	O
3547	minister	O	O
3548	van	O	O
3549	Volksgezondheid	(822)|(823	O
3550	,	O	O
3551	Welzijn	(824)	O
3552	en	O	O
3553	Sport	823)|820)|(825)	O
3554	,	O	O
3555	Secretaris	(826	O
3556	Generaal	O	O
3557	/	O	O
3558	plv.	O	O
3559	Secretaris	O	O
3560	Generaal	O	O
3561	Programmadirectie	O	O
3562	Openbaarheid	O	O
3563	Team	O	O
3564	F	O	O
3565	Kenmerk	O	O
3566	3598473-1048681-PDO	O	O
3567	Ernst	O	B-PER
3568	Kuipers	O	E-PER
3569	Pagina	O	O
3570	8	(827)	O
3571	van	O	O
3572	1	826)|821)|819)|(828)	O
