	token	coref	ner
2543	het	(614	O
2544	politieke	O	O
2545	landschap	614)	O
2546	.	O	O
2547	Vraag	(615	O
2548	17	(616)	O
2549	en	O	O
2550	18	615)|(617)	O
2551	Wat	(618)	O
2552	is	O	O
2553	uw	(619	O
2554	reactie	O	O
2555	op	O	O
2556	het	(620	O
2557	feit	O	O
2558	dat	O	O
2559	u	(621)	O
2560	door	O	O
2561	het	(622	O
2562	monitoren	O	O
2563	van	O	O
2564	politieke	(623	O
2565	partijen	623)|622)	O
2566	uw	(624	O
2567	bevoegdheden	624)	O
2568	heeft	O	O
2569	ingezet	O	O
2570	tegen	O	O
2571	parlementariërs	(625)	O
2572	,	O	O
2573	wat	O	O
2574	niet	O	O
2575	toegestaan	O	O
2576	is	620)|619)	O
2577	?	O	O
2578	Bent	O	O
2579	u	(626)	O
2580	het	(627)	O
2581	,	O	O
2582	in	O	O
2583	het	(628	O
2584	verlengde	O	O
2585	van	O	O
2586	de	(629	O
2587	vorige	O	O
2588	vraag	629)|628)	O
2589	,	O	O
2590	eens	O	O
2591	dat	O	O
2592	het	(630	O
2593	monitoren	O	O
2594	van	O	O
2595	democratisch	(632|(631	O
2596	gekozen	O	O
2597	volksvertegenwoordigers	O	O
2598	van	O	O
2599	politieke	(633	O
2600	partijen	O	O
2601	als	O	O
2602	DENK	(208)|(634	O
2603	en	O	O
2604	BIJ1	634)|633)|631)|(635)	O
2605	,	O	O
2606	in	O	O
2607	het	O	O
2608	kader	O	O
2609	van	O	O
2610	terrorismebestrijding	(636)|(637	O
2611	en	O	O
2612	nationale	(233	O
2613	veiligheid	233)|637)|632)|630)	O
2614	een	(638	O
2615	directe	O	O
2616	bedreiging	O	O
2617	vormt	O	O
2618	voor	O	O
2619	de	(639	O
2620	democratie	O	O
2621	in	O	O
2622	Nederland	639)|638)|(51)	O
2623	?	O	O
2624	Zo	O	O
2625	ja	O	O
2626	,	O	O
2627	welke	(640	O
2628	stappen	640)	O
2629	onderneemt	O	O
2630	u	(641)	O
2631	om	O	O
2632	deze	(642	O
2633	dreiging	642)	O
2634	terug	O	O
2635	te	O	O
2636	draaien	O	O
2637	?	O	O
2638	Zo	O	O
2639	nee	O	O
2640	,	O	O
2641	waarom	O	O
2642	niet	O	O
2643	?	O	O
2644	Antwoord	(643	O
2645	17	(644)	O
2646	en	O	O
2647	18	643)|(645)	O
2648	Ik	(355)	O
2649	ben	O	O
2650	van	O	O
2651	oordeel	O	O
2652	dat	O	O
2653	er	O	O
2654	geen	(646	O
2655	sprake	646)	O
2656	is	O	O
2657	geweest	O	O
2658	van	O	O
2659	het	(647	O
2660	monitoren	O	O
2661	van	O	O
2662	politieke	(649|(648	O
2663	partijen	648)	O
2664	en/of	O	O
2665	parlementariërs	649)|647)|(650)	O
2666	.	O	O
2667	Wel	O	O
2668	zijn	O	O
2669	trends	(651)|(652	O
2670	en	O	O
2671	fenomenen	652)|(653)	O
2672	in	O	O
2673	kaart	(654)	O
2674	gebracht	O	O
2675	.	O	O
2676	Om	O	O
2677	trends	(655	O
2678	en	O	O
2679	fenomenen	(656	O
2680	op	O	O
2681	het	(657	O
2682	terrein	O	O
2683	van	O	O
2684	terrorismebestrijding	(658)|(659	O
2685	en	O	O
2686	nationale	(660	O
2687	veiligheid	660)|659)|657)|656)|655)	O
2688	goed	O	O
2689	in	O	O
2690	te	O	O
2691	schatten	O	O
2692	is	O	O
2693	het	(661)	O
2694	bij	O	O
2695	internetmonitoring	(662)	O
2696	onvermijdelijk	O	O
2697	gebleken	O	O
2698	dat	O	O
2699	openbare	(663	O
2700	uitingen	O	O
2701	van	O	O
2702	relevante	(664	O
2703	spelers	O	O
2704	(	O	O
2705	personen	(665)|(666	O
2706	en	O	O
2707	organisaties	666)|664)|663)|(667)	O
2708	)	O	O
2709	in	O	O
2710	beeld	O	O
2711	komen	O	O
2712	.	O	O
2713	Zoals	O	O
2714	in	O	O
2715	eerdere	(668	O
2716	antwoorden	668)	O
2717	reeds	O	O
2718	is	O	O
2719	aangegeven	O	O
2720	,	O	O
2721	kunnen	O	O
2722	ook	O	O
2723	uitspraken	(669	O
2724	van	O	O
2725	politici	669)|(143)	O
2726	een	(670	O
2727	reactie	670)	O
2728	teweeg-	O	O
2729	brengen	O	O
2730	.	O	O
2731	In	O	O
2732	dit	(671	O
2733	kader	671)	O
2734	kan	O	O
2735	het	(672)	O
2736	van	O	O
2737	belang	(673)	O
2738	zijn	O	O
2739	voor	O	O
2740	de	(17	O
2741	NCTV	17)	O
2742	om	O	O
2743	dergelijke	(674	O
2744	uitspraken	674)	O
2745	te	O	O
2746	bezien	O	O
2747	in	O	O
2748	relatie	O	O
2749	tot	O	O
2750	die	(676|(675	O
2751	reacties	675)	O
2752	en	O	O
2753	effecten	676)	O
2754	.	O	O
2755	Dit	(677)	O
2756	doet	O	O
2757	de	(678	O
2758	analyse-afdeling	678)	O
2759	op	O	O
2760	dit	(679	O
2761	moment	679)	O
2762	in	O	O
2763	zeer	(680	O
2764	beperkte	O	O
2765	mate	680)	O
2766	.	O	O
2767	Gelet	O	O
2768	op	O	O
2769	het	(681	O
2770	ontbre-	O	O
2771	ken	O	O
2772	van	O	O
2773	een	(682	O
2774	wettelijke	O	O
2775	grondslag	682)|681)	O
2776	,	O	O
2777	doet	O	O
2778	de	(17	O
2779	NCTV	17)	O
2780	nu	O	O
2781	niet	O	O
2782	aan	O	O
2783	internetmonito-	(683	O
2784	2	683)|(684)	O
2785	Zo	O	O
2786	is	O	O
2787	het	(685	O
2788	laatste	O	O
2789	Weekbericht	685)	O
2790	verzonden	O	O
2791	naar	O	O
2792	partners	(686	O
2793	uit	O	O
2794	België	(687)|(688	O
2795	,	O	O
2796	Spanje	(689)	O
2797	,	O	O
2798	Duitsland	(690)	O
2799	en	O	O
2800	Canada	688)|686)|(691)	O
2801	.	O	O
2802	Tweede	(692	O
2803	Kamer	692)	O
2804	,	O	O
2805	vergaderjaar	(693	O
2806	2021–2022	693)|(694)	O
2807	,	O	O
2808	Aanhangsel	(695	O
2809	5	(696	O
2810	ring	696)|695)	O
2811	.	O	O
2812	Wel	O	O
2813	mag	O	O
2814	informatie	(697	O
2815	die	O	O
2816	ketenpartners	(698)	O
2817	verzenden	697)	O
2818	nog	O	O
2819	gelezen	O	O
2820	worden	O	O
2821	,	O	O
2822	alsmede	O	O
2823	kranten	(699)|(700	O
2824	en	O	O
2825	tijdschriften	700)|(701)	O
2826	.	O	O
2827	Om	O	O
2828	te	O	O
2829	voorkomen	O	O
2830	dat	O	O
2831	er	O	O
2832	enige	(702	O
2833	twijfel	O	O
2834	bestaat	O	O
2835	over	O	O
2836	wat	O	O
2837	de	(17	O
2838	NCTV	17)	O
2839	wel	O	O
2840	of	O	O
2841	niet	O	O
2842	mag	702)	O
2843	,	O	O
2844	heeft	O	O
2845	het	(112	O
2846	Kabinet	112)	O
2847	naar	O	O
2848	aanleiding	O	O
2849	van	O	O
2850	debat	(704|(703	O
2851	met	O	O
2852	de	(3	O
2853	Tweede	O	O
2854	Kamer	3)|703)	O
2855	en	O	O
2856	de	(706|(705	O
2857	motie	O	O
2858	Michon-Derkzen	O	S-PER
2859	(	O	O
2860	VVD	705)|(707)	O
2861	)	O	O
2862	,	O	O
2863	ingediend	O	O
2864	mede	O	O
2865	namens	O	O
2866	CDA	(708)|(709	O
2867	,	O	O
2868	SGP	(710)	O
2869	,	O	O
2870	CU	(711)	O
2871	en	O	O
2872	JA213	709)|706)|704)|(712)	O
2873	,	O	O
2874	een	(714|(713	O
2875	wetsvoorstel	713)	O
2876	aan	O	O
2877	uw	(3	O
2878	Kamer	3)|714)	O
2879	voorgelegd	O	O
2880	om	O	O
2881	de	(17	O
2882	NCTV	17)	O
2883	te	O	O
2884	voorzien	O	O
2885	van	O	O
2886	een	(715	O
2887	grondslag	O	O
2888	voor	O	O
2889	de	(716	O
2890	verwerking	O	O
2891	van	O	O
2892	persoonsgegevens	(717)	O
2893	voor	O	O
2894	de	(718	O
2895	uitoefening	O	O
2896	van	O	O
2897	de	(719	O
2898	taken	O	O
2899	van	O	O
2900	de	(17	O
2901	NCTV	17)|719)|718)|716)|715)	O
2902	.	O	O
2903	Zoals	O	O
2904	ook	O	O
2905	eerder	O	O
2906	gesteld	O	O
2907	klonk	O	O
2908	in	O	O
2909	een	(720	O
2910	aantal	O	O
2911	Weekberichten	720)|(721)	O
2912	normatieve	(723|(722	O
2913	stellingnames	722)	O
2914	door	O	O
2915	over	O	O
2916	Kamerleden	723)|(135)	O
2917	.	O	O
2918	Dat	(724)	O
2919	had	O	O
2920	niet	O	O
2921	gemoeten	O	O
2922	.	O	O
2923	Analyses	(137)|(138	O
2924	en	O	O
2925	duidingen	138)|(725)	O
2926	moeten	O	O
2927	feitelijk	O	O
2928	van	O	O
2929	aard	O	O
2930	zijn	O	O
2931	en	O	O
2932	gericht	O	O
2933	zijn	O	O
2934	op	O	O
2935	relevante	(726	O
2936	ontwikkelingen	O	O
2937	voor	O	O
2938	de	(94	O
2939	nationale	O	O
2940	veiligheid	94)|726)	O
2941	.	O	O
2942	Hierin	O	O
2943	is	O	O
2944	geen	(727	O
2945	ruimte	O	O
2946	voor	O	O
2947	persoonlijke	(728	O
2948	meningen	728)|727)	O
2949	,	O	O
2950	zeker	O	O
2951	niet	O	O
2952	over	O	O
2953	politici	(143)	O
2954	.	O	O
2955	Vraag	(729	O
2956	19	729)|(730)	O
2957	Wanneer	O	O
2958	bent	O	O
2959	u	(731)	O
2960	voornemens	O	O
2961	de	(732	O
2962	onrechtmatige	O	O
2963	gegevensverzameling	O	O
2964	van	O	O
2965	partijen	(733	O
2966	als	O	O
2967	DENK	(734)|(735	O
2968	en	O	O
2969	BIJ1	735)|733)|732)|(736)	O
2970	te	O	O
2971	verwijderen	O	O
2972	?	O	O
2973	Antwoord	O	O
2974	19	(737)	O
2975	Sinds	O	O
2976	december	(738	O
2977	jl.	738)	O
2978	is	O	O
2979	de	(17	O
2980	NCTV	17)	O
2981	een	(740|(739	O
2982	opschonings-	739)	O
2983	en	O	O
2984	archiveringstraject	740)	O
2985	gestart	O	O
2986	,	O	O
2987	zodat	O	O
2988	wordt	O	O
2989	voldaan	O	O
2990	aan	O	O
2991	de	O	O
2992	eisen	O	O
2993	die	O	O
2994	de	(741	O
2995	AVG	741)	O
2996	stelt	O	O
2997	aan	O	O
2998	het	(742	O
2999	bewaren	O	O
3000	van	O	O
3001	persoonsgegevens	742)|(743)	O
3002	.	O	O
3003	Om	O	O
3004	te	O	O
3005	voorkomen	O	O
3006	dat	O	O
3007	hierdoor	O	O
3008	gegevens	(744)	O
3009	verloren	O	O
3010	zouden	O	O
3011	gaan	O	O
3012	,	O	O
3013	die	O	O
3014	niet	O	O
3015	verloren	O	O
3016	mogen	O	O
3017	gaan	O	O
3018	,	O	O
3019	zijn	O	O
3020	de	(745	O
3021	aanwezige	O	O
3022	bestanden	745)	O
3023	veiliggesteld	O	O
3024	op	O	O
3025	een	(746	O
3026	separate	O	O
3027	schijf	O	O
3028	,	O	O
3029	een	(747	O
3030	kloon	747)|746)	O
3031	.	O	O
3032	Tot	O	O
3033	deze	(748	O
3034	schijf	748)	O
3035	hebben	O	O
3036	enkele	(749	O
3037	(	O	O
3038	juridische	O	O
3039	)	O	O
3040	medewerkers	O	O
3041	van	O	O
3042	de	(17	O
3043	NCTV	17)|749)	O
3044	toegang	O	O
3045	.	O	O
3046	De	(750	O
3047	overige	O	O
3048	medewerkers	O	O
3049	van	O	O
3050	de	(17	O
3051	NCTV	17)|750)	O
3052	hebben	O	O
3053	die	(751	O
3054	toegang	751)	O
3055	niet	O	O
3056	.	O	O
3057	Het	(753|(752	O
3058	opschonings-	752)	O
3059	en	O	O
3060	archiveringstraject	753)	O
3061	is	O	O
3062	inmiddels	O	O
3063	voor	O	O
3064	een	(754	O
3065	groot	O	O
3066	deel	754)	O
3067	voltooid	O	O
3068	,	O	O
3069	waardoor	O	O
3070	in	O	O
3071	de	(755	O
3072	dagdagelijkse	O	O
3073	werkzaamheden	755)	O
3074	de	(17	O
3075	NCTV	17)	O
3076	voldoet	O	O
3077	aan	O	O
3078	de	(741	O
3079	AVG	741)	O
3080	.	O	O
3081	Ik	(355)	O
3082	zal	O	O
3083	onafhankelijk	(756	O
3084	advies	756)	O
3085	inwinnen	O	O
3086	over	O	O
3087	hoe	O	O
3088	om	O	O
3089	te	O	O
3090	gaan	O	O
3091	met	O	O
3092	de	(757	O
3093	separate	O	O
3094	schijf	757)	O
3095	om	O	O
3096	vast	O	O
3097	te	O	O
3098	stellen	O	O
3099	wat	(758)	O
3100	wanneer	O	O
3101	verwijderd	O	O
3102	mag	O	O
3103	worden	O	O
3104	.	O	O
3105	Zo	O	O
3106	wordt	O	O
3107	enerzijds	O	O
3108	voldaan	O	O
3109	aan	O	O
3110	de	(759	O
3111	eisen	O	O
3112	die	O	O
3113	de	(741	O
3114	AVG	741)	O
3115	stelt	759)	O
3116	,	O	O
3117	maar	O	O
3118	blijft	O	O
3119	ook	O	O
3120	herleidbaar	O	O
3121	over	O	O
3122	welke	(760	O
3123	informatie	760)	O
3124	de	(17	O
3125	NCTV	17)	O
3126	in	O	O
3127	het	(761	O
3128	verleden	761)	O
3129	beschikte	O	O
3130	.	O	O
3131	Deze	(762	O
3132	transparantie	762)	O
3133	acht	O	O
3134	ik	(355)	O
3135	van	O	O
3136	groot	(763	O
3137	belang	763)	O
3138	,	O	O
3139	mede	O	O
3140	om	O	O
3141	uw	O	O
3142	Kamer	(764)	O
3143	zo	O	O
3144	goed	O	O
3145	mogelijk	O	O
3146	te	O	O
3147	kunnen	O	O
3148	blijven	O	O
3149	informeren	O	O
3150	.	O	O
3151	Vraag	(765	O
3152	20	765)|(766)	O
3153	Hoe	O	O
3154	ziet	O	O
3155	u	(767)	O
3156	deze	(769|(768	O
3157	onrechtmatige	O	O
3158	verzameling	O	O
3159	van	O	O
3160	gegevens	(770	O
3161	over	O	O
3162	politici	770)|768)|(143)	O
3163	in	O	O
3164	het	O	O
3165	licht	O	O
3166	van	O	O
3167	de	(771	O
3168	wens	O	O
3169	van	O	O
3170	het	(112	O
3171	kabinet	112)|771)|769)	O
3172	de	(772	O
3173	bevoegdheden	O	O
3174	van	O	O
3175	de	(17	O
3176	NCTV	17)|772)	O
3177	juist	O	O
3178	uit	O	O
3179	te	O	O
3180	breiden	O	O
3181	middels	O	O
3182	het	(773	O
3183	nieuwe	O	O
3184	wetsvoorstel	773)	O
3185	?	O	O
3186	Antwoord	(774	O
3187	20	774)|(775)	O
3188	Er	O	O
3189	is	O	O
3190	geen	O	O
3191	sprake	O	O
3192	van	O	O
3193	een	(777|(776	O
3194	uitbreiding	O	O
3195	van	O	O
3196	bevoegdheden	(778	O
3197	van	O	O
3198	de	(17	O
3199	NCTV	17)|778)|776)	O
3200	,	O	O
3201	eerder	O	O
3202	een	(779	O
3203	inperking	779)|777)	O
3204	.	O	O
3205	Het	(773	O
3206	wetsvoorstel	773)	O
3207	verankert	O	O
3208	een	(780	O
3209	aantal	O	O
3210	bestaande	(781	O
3211	taken	O	O
3212	van	O	O
3213	de	(17	O
3214	NCTV	17)|781)|780)	O
3215	,	O	O
3216	maar	O	O
3217	begrenst	O	O
3218	ook	O	O
3219	wat	(782)	O
3220	wel	O	O
3221	en	O	O
3222	niet	O	O
3223	mogelijk	O	O
3224	is	O	O
3225	ter	O	O
3226	uitvoering	(783	O
3227	van	O	O
3228	de	(784	O
3229	taken	784)|783)	O
3230	.	O	O
3231	Zo	O	O
3232	is	O	O
3233	in	O	O
3234	het	(785	O
3235	huidige	O	O
3236	voorstel	785)	O
3237	vastgelegd	O	O
3238	dat	O	O
3239	de	(786	O
3240	analysetaak	O	O
3241	van	O	O
3242	de	(17	O
3243	NCTV	17)|786)	O
3244	is	O	O
3245	beperkt	O	O
3246	tot	O	O
3247	het	(787	O
3248	signaleren	O	O
3249	,	O	O
3250	analyseren	O	O
3251	en	O	O
3252	duiden	O	O
3253	van	O	O
3254	trends	(788)|(789	O
3255	en	O	O
3256	fenomenen	789)	O
3257	op	O	O
3258	het	O	O
3259	gebied	O	O
3260	van	O	O
3261	terrorismebestrijding	(790)|(791	O
3262	en	O	O
3263	nationale	(660	O
3264	veiligheid	660)|791)|787)	O
3265	.	O	O
3266	Daarbij	O	O
3267	is	O	O
3268	expliciet	O	O
3269	bepaald	O	O
3270	dat	O	O
3271	het	(792	O
3272	doen	O	O
3273	van	O	O
3274	onderzoek	O	O
3275	dat	O	O
3276	gericht	O	O
3277	is	O	O
3278	op	O	O
3279	personen	(793)|(794	O
3280	en	O	O
3281	organisaties	794)|792)|(795)	O
3282	daar	(796)	O
3283	niet	O	O
3284	bij	O	O
3285	hoort	O	O
3286	.	O	O
3287	Maatschappelijke	(797	O
3288	ontwikkelingen	O	O
3289	die	O	O
3290	relevant	O	O
3291	zijn	O	O
3292	voor	O	O
3293	de	(798	O
3294	nationale	O	O
3295	veiligheid	798)|797)	O
3296	moeten	O	O
3297	we	(799)	O
3298	nog	O	O
3299	wel	O	O
3300	voldoende	O	O
3301	in	O	O
3302	het	O	O
3303	oog	O	O
3304	kunnen	O	O
3305	houden	O	O
3306	én	O	O
3307	kunnen	O	O
3308	begrijpen	O	O
3309	.	O	O
3310	Analyses	(800	O
3311	van	O	O
3312	de	(17	O
3313	NCTV	17)	O
3314	ten	O	O
3315	aanzien	O	O
3316	van	O	O
3317	die	(801	O
3318	dreigingen	801)|800)	O
3319	kunnen	O	O
3320	hierbij	O	O
3321	als	O	O
3322	kompas	(802)	O
3323	werken	O	O
3324	.	O	O
3325	We	(803)	O
3326	moeten	O	O
3327	met	O	O
3328	elkaar	(804)	O
3329	bekijken	O	O
3330	hoe	O	O
3331	we	(803)	O
3332	dit	(805)	O
3333	het	(806	O
3334	beste	806)	O
3335	vorm	O	O
3336	geven	O	O
3337	want	O	O
3338	het	(807)	O
3339	kan	O	O
3340	wel	O	O
3341	noodzakelijk	O	O
3342	zijn	O	O
3343	kennis	(808)|(809	O
3344	en	O	O
3345	kunde	809)|(810)	O
3346	met	O	O
3347	elkaar	(809)	O
3348	te	O	O
3349	delen	O	O
3350	.	O	O
3351	Vraag	(811	O
3352	21	(812)	O
3353	en	O	O
3354	22	811)|(813)	O
3355	Deelt	O	O
3356	u	(814)	O
3357	de	(815	O
3358	mening	O	O
3359	dat	O	O
3360	de	(816	O
3361	acties	O	O
3362	van	O	O
3363	de	(17	O
3364	NCTV	17)|816)	O
3365	passen	O	O
3366	in	O	O
3367	de	(817	O
3368	trend	O	O
3369	bij	O	O
3370	de	(818	O
3371	overheid	818)	O
3372	,	O	O
3373	waarin	O	O
3374	onder	(820|(819	O
3375	meer	O	O
3376	politie	819)	O
3377	en	O	O
3378	belastingdienst	820)	O
3379	etnisch	O	O
3380	profileren	O	O
3381	en	O	O
3382	discrimineren	817)|815)	O
3383	?	O	O
3384	Zo	O	O
3385	nee	O	O
3386	,	O	O
3387	waarom	O	O
3388	niet	O	O
3389	?	O	O
3390	Deelt	O	O
3391	u	(821)	O
3392	de	(822	O
3393	mening	O	O
3394	dat	O	O
3395	de	(823	O
3396	framing	823)	O
3397	door	O	O
3398	de	(17	O
3399	NCTV	17)	O
3400	buitengewoon	O	O
3401	gevaarlijk	O	O
3402	en	O	O
3403	discriminerend	O	O
3404	is	822)	O
3405	?	O	O
3406	Zo	O	O
3407	nee	O	O
3408	,	O	O
3409	waarom	O	O
3410	niet	O	O
3411	?	O	O
3412	3	(824	O
3413	Kamerstuk	O	O
3414	30	(825	O
3415	821	825)|(826)	O
3416	,	O	O
3417	nr.	(827	O
3418	138	827)|(828)	O
3419	.	O	O
3420	Tweede	(829	O
3421	Kamer	829)	O
3422	,	O	O
3423	vergaderjaar	(830	O
3424	2021–2022	830)|(831)	O
3425	,	O	O
3426	Aanhangsel	(832	O
3427	6	(833)|(834	O
3428	Antwoord	O	O
3429	21	834)|(835)	O
3430	en	O	O
3431	22	832)|824)|(836)	O
3432	Nee	(837	O
3433	deze	O	O
3434	mening	837)	O
3435	deel	O	O
3436	ik	(355)	O
3437	niet	O	O
3438	.	O	O
3439	Ik	(355)	O
3440	vind	O	O
3441	wel	O	O
3442	dat	O	O
3443	er	O	O
3444	in	O	O
3445	een	(838	O
3446	aantal	O	O
3447	stukken	838)|(839)	O
3448	te	(840	O
3449	onzorgvuldige	O	O
3450	formuleringen	840)	O
3451	hebben	O	O
3452	gestaan	O	O
3453	.	O	O
3454	Niettemin	O	O
3455	,	O	O
3456	vind	O	O
3457	ik	(355)	O
3458	het	(841)	O
3459	belangrijk	O	O
3460	dat	O	O
3461	de	(17	O
3462	NCTV	17)	O
3463	zicht	(842)	O
3464	blijft	O	O
3465	houden	O	O
3466	op	O	O
3467	ontwikkelingen	(843	O
3468	en	O	O
3469	fenomenen	(844	O
3470	die	O	O
3471	potentieel	O	O
3472	de	(845	O
3473	nationale	O	O
3474	veiligheid	845)	O
3475	kunnen	O	O
3476	schaden	844)|843)	O
3477	en	O	O
3478	dat	O	O
3479	zij	(846)	O
3480	hierbij	O	O
3481	het	(847	O
3482	sentiment	O	O
3483	in	O	O
3484	de	(75	O
3485	samenleving	75)|847)	O
3486	kunnen	O	O
3487	bezien	O	O
3488	,	O	O
3489	zonder	O	O
3490	onderscheid	(848	O
3491	des	(849	O
3492	persoons	849)|848)	O
3493	.	O	O
3494	Tweede	(850	O
3495	Kamer	850)	O
3496	,	O	O
3497	vergaderjaar	(852|(851	O
3498	2021–2022	851)|(853)	O
3499	,	O	O
3500	Aanhangsel	(854	O
3501	7	854)|852)|(855)	O
