	token	coref	ner
2519	contact	(496)	O
2520	en	O	O
2521	maken	O	O
2522	concrete	(497	O
2523	afspraken	O	O
2524	wie	O	O
2525	in	O	O
2526	de	(498	O
2527	lead	498)	O
2528	is	O	O
2529	in	O	O
2530	de	(485	O
2531	betreffende	O	O
2532	casus	485)|497)	O
2533	.	O	O
2534	De	(499	O
2535	afspraken	499)	O
2536	worden	O	O
2537	vastgelegd	O	O
2538	.	O	O
2539	Bank	(500	O
2540	Nedenandse	O	O
2541	Gemeenten	500)	O
2542	28.50.03.224	O	O
2543	IBAN	O	O
2544	:	O	O
2545	NL22BNGH0285003224	O	O
2546	BIC	O	O
2547	:	O	O
2548	BNGHNL2G	O	O
2549	Gemeente	O	O
2550	Haarlemmerilech	O	O
2551	Bij	O	O
2552	knelpunten	(501)|(502	O
2553	of	O	O
2554	onverenigbare	(503	O
2555	standpunten	503)|502)	O
2556	wordt	O	O
2557	geëscaleerd	O	O
2558	tot	O	O
2559	het	(504	O
2560	hoogste	O	O
2561	niveau	O	O
2562	dat	O	O
2563	nodig	O	O
2564	is	O	O
2565	om	O	O
2566	tot	O	O
2567	een	(505	O
2568	resultaat	505)	O
2569	te	O	O
2570	komen	504)	O
2571	.	O	O
2572	Jedere	(506	O
2573	organisatie	506)	O
2574	brengt	O	O
2575	deze	(507	O
2576	afspraak	507)	O
2577	nogmaals	O	O
2578	onder	O	O
2579	de	O	O
2580	aandacht	O	O
2581	bij	O	O
2582	haar	(508)|(509	O
2583	teamleiders/eerstvolgende	O	O
2584	leidinggevende	509)	O
2585	.	O	O
2586	Met	O	O
2587	het	(510	O
2588	maken	O	O
2589	van	O	O
2590	bovengenoemde	(511	O
2591	afspraken	O	O
2592	over	O	O
2593	de	(513|(512	O
2594	regiefunctie	O	O
2595	binnen	O	O
2596	de	(514	O
2597	veiligheidsketen	O	O
2598	(	O	O
2599	de	(515	O
2600	politie	515)|514)|512)	O
2601	)	O	O
2602	en	O	O
2603	binnen	O	O
2604	de	(516	O
2605	zorgketen	O	O
2606	(	O	O
2607	Veilig	(517	O
2608	Thuis	517)|516)|513)|511)|510)	O
2609	)	O	O
2610	is	O	O
2611	duidelijk	O	O
2612	bij	O	O
2613	wie	(518)	O
2614	men	(519)	O
2615	terecht	O	O
2616	kan	O	O
2617	en	O	O
2618	is	O	O
2619	de	(520	O
2620	kans	O	O
2621	kleiner	O	O
2622	dat	O	O
2623	informatie	(521)	O
2624	niet	O	O
2625	goed	O	O
2626	terecht	O	O
2627	komt	O	O
2628	of	O	O
2629	niet	O	O
2630	wordt	O	O
2631	teruggekoppeld	O	O
2632	bij	O	O
2633	op-	(522	O
2634	en	O	O
2635	afschalen	(523	O
2636	van	O	O
2637	casuïstiek	523)|522)|520)|(524)	O
2638	.	O	O
2639	Wij	(525)	O
2640	zouden	O	O
2641	graag	O	O
2642	zien	O	O
2643	dat	O	O
2644	de	(527|(526	O
2645	regiefunctie	526)	O
2646	ook	O	O
2647	tussen	O	O
2648	de	(529|(528	O
2649	veiligheidsketen	528)	O
2650	en	O	O
2651	de	(530	O
2652	zorgketen	530)|529)|527)	O
2653	beter	O	O
2654	wordt	O	O
2655	afgestemd	O	O
2656	.	O	O
2657	Nu	O	O
2658	kan	O	O
2659	bij	O	O
2660	regio-	(531	O
2661	en	O	O
2662	eenheidoverstijgende	(532	O
2663	casuîstiek	532)|531)	O
2664	de	(533	O
2665	regiefunctie	533)	O
2666	zijn	O	O
2667	belegd	O	O
2668	bij	O	O
2669	Veilig	(517	O
2670	Thuis	O	O
2671	in	O	O
2672	de	(534	O
2673	ene	O	O
2674	regio	534)|517)	O
2675	en	O	O
2676	bij	O	O
2677	de	(535	O
2678	politie	O	O
2679	in	O	O
2680	(	O	O
2681	een	(536	O
2682	eenheid	O	O
2683	binnen	O	O
2684	)	O	O
2685	de	(537	O
2686	andere	O	O
2687	regio	537)|536)|535)	O
2688	.	O	O
2689	Regie	(538	O
2690	van	O	O
2691	politie	(539)|(540	O
2692	en	O	O
2693	Veilig	(479	O
2694	Thuis	479)|540)|538)	O
2695	kan	O	O
2696	beter	O	O
2697	binnen	O	O
2698	hetzelfde	(541	O
2699	werkgebied	541)	O
2700	worden	O	O
2701	uitgevoerd	O	O
2702	om	O	O
2703	de	(542	O
2704	lijnen	542)	O
2705	zo	O	O
2706	kort	O	O
2707	mogelijk	O	O
2708	te	O	O
2709	houden	O	O
2710	.	O	O
2711	De	(543	O
2712	kans	O	O
2713	dat	O	O
2714	men	(544)	O
2715	elkaar	(545)	O
2716	kent	543)	O
2717	is	O	O
2718	dan	O	O
2719	groter	O	O
2720	en	O	O
2721	dat	(546)	O
2722	maakt	O	O
2723	het	(547)	O
2724	eenvoudiger	O	O
2725	om	O	O
2726	contacten	(548)	O
2727	te	O	O
2728	leggen	O	O
2729	en	O	O
2730	te	O	O
2731	onderhouden	O	O
2732	.	O	O
2733	Wij	(549)	O
2734	gaan	O	O
2735	de	(550	O
2736	gemaakte	O	O
2737	afspraken	O	O
2738	over	O	O
2739	de	(551	O
2740	samenwerking	O	O
2741	en	O	O
2742	afstemming	(552	O
2743	van	O	O
2744	zorg	(553)|(554	O
2745	en	O	O
2746	veiligheid	554)|(555)	O
2747	bij	O	O
2748	regio-overstijgende	(556	O
2749	casuïstiek	556)|552)|551)|550)	O
2750	bespreken	O	O
2751	in	O	O
2752	het	(557	O
2753	driehoeksoverleg	557)	O
2754	.	O	O
2755	Wij	(549)	O
2756	willen	O	O
2757	samen	O	O
2758	met	O	O
2759	de	(558	O
2760	gemeenten	O	O
2761	Haarlemmermeer	(559)|(560	O
2762	en	O	O
2763	Amsterdam	560)|558)|(14)	O
2764	de	(561	O
2765	mogelijkheden	O	O
2766	verkennen	O	O
2767	om	O	O
2768	de	(562	O
2769	aansturing	O	O
2770	van	O	O
2771	politie	562)|(515)	O
2772	hierin	O	O
2773	te	O	O
2774	betrekken	561)	O
2775	.	O	O
2776	Wij	(549)	O
2777	zullen	O	O
2778	u	(176)	O
2779	op	O	O
2780	de	O	O
2781	hoogte	O	O
2782	houden	O	O
2783	van	O	O
2784	de	(563	O
2785	voortgang	563)	O
2786	.	O	O
2787	Hoogachtend	O	O
2788	,	O	O
2789	...	O	O
2790	r	O	O
2791	burgemeester	O	O
2792	en	O	O
2793	wethouders	(564	O
2794	van	O	O
2795	Haarlemmerliede	(565)|(566	O
2796	en	O	O
2797	Spaarnwoude	566)|564)|(455)	O
2798	,	O	O
2799	(	O	O
2800	l	(567	O
2801	t	O	O
2802	secretaris	(568)	O
2803	,	O	O
2804	\/	(569	O
2805	de	(570	O
2806	burgemeester	570)|569)	O
2807	,	O	O
2808	~~~d	567)|(571)	O
2809	,	O	O
2810	)	O	O
2811	'-=-	O	O
2812	~	O	O
2813	~	O	O
2814	-=======	O	O
2815	:	O	O
2816	:	O	O
2817	:--rr-------	(572	O
2818	{	O	O
2819	G.A.	(573	B-PER
2820	Koot	O	E-PER
2821	)	O	O
2822	(	O	O
2823	P.J.	(574	B-PER
2824	Heiliegers	574)|573)|572)	E-PER
2825	)	O	O
2826	'	O	O
2827	cc	(575)	O
2828	:	O	O
2829	bestuur	(576	O
2830	Amsterdam	576)	O
